번호,구분,전계강도(dB㎶/m),위도,경도,주파수,비고
963,송신소(전북 TBN),48.9,35.519064,126.697118,102.5MHz,
964,송신소(전북 TBN),29.8,35.4774265,126.6835455,102.5MHz,
965,송신소(전북 TBN),24.4,35.3897777,126.6464067,102.5MHz,
966,송신소(전북 TBN),44.85,35.6673965,126.6716147,102.5MHz,
967,송신소(전북 TBN),38.9,35.7318083,126.7312929,102.5MHz,
968,송신소(전북 TBN),53.35,35.7604725,126.7060417,102.5MHz,
969,송신소(전북 TBN),47.45,35.7783309,126.6304524,102.5MHz,
970,송신소(전북 TBN),47.65,35.7072387,126.7526227,102.5MHz,
971,송신소(전북 TBN),43.65,35.7091948,127.232385,102.5MHz,
972,송신소(전북 TBN),46,35.632145,127.287259,102.5MHz,
973,송신소(전북 TBN),32.3,35.617804,127.2869102,102.5MHz,
974,송신소(전북 TBN),34.55,35.589647,127.2021752,102.5MHz,
975,송신소(전북 TBN),39.9,35.5414829,127.3187102,102.5MHz,
976,중계소(장수),44.2,35.5229718,127.3360344,106.1MHz,
977,중계소(장수),43.9,35.5120385,127.3789914,106.1MHz,
978,중계소(장수),34.75,35.4137987,127.3745475,106.1MHz,
979,중계소(장수),43.5,35.4269664,127.4996061,106.1MHz,
980,중계소(장수),41.3,35.4617304,127.5766493,106.1MHz,
981,중계소(장수),31.45,35.4192221,127.6209942,106.1MHz,
982,중계소(장수),20.8,35.3710882,127.5760552,106.1MHz,
983,중계소(장수),38.8,35.3666091,127.505225,106.1MHz,
984,중계소(장수),31.35,35.3810668,127.4276935,106.1MHz,
985,중계소(장수),39.25,35.3508381,127.3143789,106.1MHz,
986,중계소(장수),35.65,35.378329,127.317374,106.1MHz,
987,중계소(장수),18.2,35.4046535,127.2509999,106.1MHz,
988,중계소(장수),24.95,35.4299669,127.3962929,106.1MHz,
989,중계소(장수),27.15,35.375234,127.1690547,106.1MHz,
990,중계소(장수),23.4,35.4319735,127.1805739,106.1MHz,
991,중계소(장수),25.1,35.7413241,127.3232789,106.1MHz,
992,중계소(장수),24.5,35.792215,127.4289207,106.1MHz,
993,중계소(장수),23.1,35.9474528,127.4633692,106.1MHz,
994,중계소(장수),40.7,35.5840319,127.3940947,106.1MHz,
995,중계소(장수),33.45,35.5881081,127.4178793,106.1MHz,
996,중계소(장수),50.1,35.6123526,127.468126,106.1MHz,
997,중계소(장수),38.6,35.6250844,127.505222,106.1MHz,
998,중계소(장수),47,35.6473043,127.5190256,106.1MHz,
999,중계소(장수),36.15,35.6854129,127.5077902,106.1MHz,35~39.1
1000,중계소(장수),32.5,35.7107603,127.5375887,106.1MHz,30.2~50.8
1001,중계소(장수),35.1,35.743044,127.5870166,106.1MHz,31.1~53.8
1002,중계소(장수),35.85,35.7934057,127.5965939,106.1MHz,18.3~28.3
1003,송신소(제주 TBN),61.2,33.5007357,126.5269491,105.5MHz,30.2~50.5
1004,송신소(제주 TBN),63.9,33.499696,126.5127434,105.5MHz,34.8~52.4
1005,송신소(제주 TBN),65.1,33.500291,126.5038679,105.5MHz,34.8~52.3
1006,송신소(제주 TBN),54.6,33.4969018,126.4731996,105.5MHz,38~54.7
1007,송신소(제주 TBN),59.4,33.4848191,126.4095993,105.5MHz,44.7~60.5
1008,송신소(제주 TBN),56.8,33.4767285,126.4032956,105.5MHz,45.2~50.8
1009,송신소(제주 TBN),53.9,33.4742364,126.3736029,105.5MHz,36.5~51
1010,송신소(제주 TBN),47.8,33.462439,126.332758,105.5MHz,39.2~37.4
1011,송신소(제주 TBN),36.1,33.4444332,126.2984716,105.5MHz,31~39.6
1012,송신소(제주 TBN),41.1,33.4398779,126.2807789,105.5MHz,23.1~37.4
1013,송신소(제주 TBN),28.7,33.4327397,126.2744464,105.5MHz,
1014,송신소(제주 TBN),38.5,33.3785508,126.2240078,105.5MHz,29.6~34.6
1015,송신소(제주 TBN),35.8,33.3704403,126.2045098,105.5MHz,37.6~42
1016,송신소(제주 TBN),37.6,33.3562472,126.1850675,105.5MHz,20.8~44.6
1017,송신소(제주 TBN),39.9,33.2551257,126.5385369,105.5MHz,39.6~46.1
1018,송신소(제주 TBN),52.3,33.2748123,126.1866803,105.5MHz,42~54.6
1019,송신소(제주 TBN),54.5,33.2444553,126.2232331,105.5MHz,33.1~41.3
1020,송신소(제주 TBN),41.7,33.2306517,126.2433982,105.5MHz,35.7~45.9
1021,송신소(제주 TBN),54.1,33.2516224,126.3023089,105.5MHz,35.5~48.3
1022,송신소(제주 TBN),51.8,33.2573447,126.3506932,105.5MHz,41.1~59.9
1023,송신소(제주 TBN),43.1,33.2650108,126.3694135,105.5MHz,36~60.1
1024,송신소(제주 TBN),45.7,33.4600448,126.4446243,105.5MHz,46.5~61
1025,송신소(제주 TBN),41.5,33.4337606,126.4236471,105.5MHz,53.6~60.5
1026,송신소(제주 TBN),33.8,33.410431,126.391205,105.5MHz,36.1~61.2
1027,송신소(제주 TBN),32.3,33.380164,126.3690498,105.5MHz,37.6~63.5
1028,송신소(제주 TBN),43.3,33.3519449,126.3574404,105.5MHz,61.4~68
1029,송신소(제주 TBN),34.7,33.3308362,126.3524136,105.5MHz,32.8~63.7
1030,송신소(제주 TBN),52.7,33.5032633,126.532643,105.5MHz,
1031,송신소(제주 TBN),63.6,33.290615,126.458655,105.5MHz,50~60.3
1032,송신소(제주 TBN),87.3,33.2885628,126.3220562,105.5MHz,38.5~60.5
1033,송신소(제주 TBN),57.3,33.2751753,126.3091689,105.5MHz,27.5~56.7
1034,송신소(제주 TBN),57.7,33.2500111,126.2818108,105.5MHz,23.4~61
1035,송신소(제주 TBN),45.9,33.2551257,126.5385369,105.5MHz,37.6~47.3
1036,송신소(제주 TBN),45.9,33.3354998,126.1948726,105.5MHz,33.4~40.5
1037,송신소(제주 TBN),50,33.335167,126.2245087,105.5MHz,39.8~46.5
1038,송신소(제주 TBN),42.8,33.3357503,126.2264252,105.5MHz,
1039,송신소(제주 TBN),36.9,33.521822,126.8652783,105.5MHz,25.3~34.3
1040,송신소(제주 TBN),40.8,33.3349144,126.2459209,105.5MHz,17~31.8
1041,송신소(제주 TBN),50.8,33.3348897,126.2539782,105.5MHz,37.1~52.6
1042,송신소(제주 TBN),41.9,33.3448687,126.2760512,105.5MHz,33.3~44.5
1043,송신소(제주 TBN),33.6,33.3509994,126.2847581,105.5MHz,49.8~56.9
1044,송신소(제주 TBN),35.2,33.3571054,126.2948701,105.5MHz,42.4~52.5
1045,송신소(제주 TBN),47.9,33.3485833,126.30364,105.5MHz,44~51.3
1046,송신소(제주 TBN),48.1,33.344665,126.314535,105.5MHz,41.3~46
1047,송신소(제주 TBN),47.5,33.343316,126.3234544,105.5MHz,
1048,송신소(제주 TBN),51.2,33.3400037,126.3464954,105.5MHz,27.2~37.4
1049,송신소(제주 TBN),47.8,33.3308362,126.3524136,105.5MHz,23.6~45.5
1050,송신소(제주 TBN),62.5,33.3334316,126.3681194,105.5MHz,
1051,송신소(제주 TBN),48.5,33.3275869,126.3776335,105.5MHz,34.5~53.9
1052,송신소(제주 TBN),59.8,33.315338,126.386494,105.5MHz,34.6~53.2
1053,송신소(제주 TBN),50.8,33.2872633,126.4031409,105.5MHz,26.4~43.1
1054,송신소(제주 TBN),52.8,33.3018686,126.4333234,105.5MHz,36.4~50.6
1055,송신소(제주 TBN),39.4,33.274093,126.424825,105.5MHz,
1056,송신소(제주 TBN),39.3,33.2895931,126.4535813,105.5MHz,30.5~32.4
1057,중계소(서귀포),44.8,33.290649,126.458687,105.9MHz,
1058,중계소(서귀포),51.4,33.2906204,126.4634875,105.9MHz,
1059,중계소(서귀포),51.2,33.292369,126.475629,105.9MHz,27.5~35.2
1060,중계소(서귀포),54.9,33.2900652,126.4862354,105.9MHz,38.1~40.4
1061,중계소(서귀포),61.1,33.291344,126.5126864,105.9MHz,29.9~41.4
1062,중계소(서귀포),86.2,33.290427,126.52767,105.9MHz,17.8~18.6
1063,중계소(서귀포),80.9,33.2922146,126.5985904,105.9MHz,22.6~27.3
1064,중계소(서귀포),63.6,33.305038,126.583552,105.9MHz,20.8~33.5
1065,중계소(서귀포),62.4,33.3178693,126.5963912,105.9MHz,21.9~24.9
1066,중계소(서귀포),69.7,33.3160645,126.632249,105.9MHz,
1067,중계소(서귀포),70.4,33.3219251,126.6429701,105.9MHz,
1068,중계소(서귀포),55,33.3250917,126.6634959,105.9MHz,18.1~28.1
1069,중계소(서귀포),51.2,33.325769,126.6761483,105.9MHz,38.5~42.9
1070,중계소(서귀포),58.3,33.3434236,126.7015251,105.9MHz,30.3~36.6
1071,중계소(서귀포),38.1,33.3575335,126.7339106,105.9MHz,33.9~66.3
1072,중계소(서귀포),40.2,33.367713,126.7577512,105.9MHz,
1073,중계소(서귀포),52,33.3767822,126.788544,105.9MHz,35.8~58.2
1074,중계소(서귀포),34.9,33.3863435,126.7975215,105.9MHz,27.8~44.5
1075,중계소(서귀포),42.6,33.405444,126.8149923,105.9MHz,30.9~34.1
1076,중계소(서귀포),35.1,33.4130286,126.8307337,105.9MHz,
1077,중계소(서귀포),77,33.2932345,126.6742787,105.9MHz,35.7~36
1078,중계소(서귀포),60,33.3120659,126.6911101,105.9MHz,
1079,중계소(서귀포),60,33.3275089,126.7106912,105.9MHz,
1080,중계소(서귀포),60,33.324204,126.7305228,105.9MHz,
1081,중계소(서귀포),60,33.319927,126.7459381,105.9MHz,
1082,중계소(서귀포),64,33.329363,126.7684603,105.9MHz,
1083,중계소(서귀포),46,33.3476464,126.7714907,105.9MHz,
1084,중계소(서귀포),41,33.3612558,126.7642966,105.9MHz,
1085,중계소(서귀포),44,33.378995,126.7883653,105.9MHz,
1086,중계소(서귀포),38,33.3816983,126.790601,105.9MHz,
1087,중계소(서귀포),39,33.3886316,126.7994424,105.9MHz,
1088,중계소(서귀포),48,33.388008,126.8240456,105.9MHz,
1089,중계소(서귀포),48,33.380774,126.8427313,105.9MHz,
1090,중계소(서귀포),57,33.3829495,126.8751469,105.9MHz,
1091,중계소(서귀포),43,33.4025303,126.8621199,105.9MHz,
